,Smiles
25286,COc1ccccc1CNc1nc(-c2cccc(C#N)c2)nc2ccccc12
25287,O=c1c(-c2ccc(F)cc2)nc2cnc(N3CCOCC3)nc2n1Cc1ccc(F)cc1
25288,COc1ccccc1-c1nccc(NCc2cccnc2)n1
25289,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
25290,CN(C)Cc1ccccc1-c1nccc(Nc2ccc(F)cc2)n1
25291,Cc1ncc(CSc2ccccc2N)c(CO)c1O
25292,O=C(c1ccncc1)N1CCC2(CC1)CN(Cc1ccccc1)C2
25293,Cc1nc2cnc(Oc3ccccc3)nc2n(Cc2cccs2)c1=O
25294,CCCC[C@H]1C[C@@H]1[C@@H]1N(P(=O)(c2ccccc2)c2ccccc2)[C@](CO)(c2ccccc2)CC12CC2
25295,O=S(=O)(c1ccccc1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1
25296,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4cc(C)n(C)n4)c3C[C@H]2CN1C(=O)c1ccccc1
25297,CCN(CC)CCNC(=O)COc1ccc(OC)cc1
25298,Cc1noc(C)c1-c1ccc2ncnc(NCc3cccnc3)c2c1
25299,COCC(=O)N1CCC2(CCN(Cc3ccccc3)CC2)CC1
25300,O=C(NCc1ccccn1)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1
25301,COc1ccc(-n2c(=O)c(C)nc3cnc(Oc4cccc(Cl)c4)nc32)cc1
25302,C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1cccc(C(F)(F)F)c1
25303,COc1ccccc1-c1cncnc1NCc1cccc(C)c1
25304,CN(C)C(=O)c1ccc(-c2cc(-n3ccnc3)ncn2)cc1
25305,COCOc1cc(OC)ccc1C(=O)/C=C\c1ccc2c(c1)OCO2
25306,Cc1cc2ccccc2c[n+]1CC(O)C[n+]1cc2ccccc2cc1C
25307,CO/N=C(\C)CCN1CCCc2nc(C)c(C)cc21
25308,CCCC[C@@H]1C[C@H]1C(NC(=O)c1cccnc1)c1ccc(Cl)cc1
25309,O=c1cnc2cnc(Oc3cccc(Cl)c3)nc2n1Cc1ccc(F)cc1
25310,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1
25311,O=C(O)c1ccc(Oc2nc3ccccc3s2)cc1
25312,O=C(Nc1nc2ccc(O)cc2s1)c1c(F)ccc(O)c1F
25313,Cc1cc(OCCN2CCOCC2)nn1-c1ccc2ccccc2c1
25314,Fc1ccc(F)c(O[C@H](c2ccccc2)[C@@H]2CCNC2)c1Cl
25315,Clc1ccc(Cl)c(O[C@H](c2ccccc2)[C@@H]2CCNC2)c1Cl
25316,O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)[C@@H]1C[C@@H](Cc2ccc(F)cc2)CN1C(=O)Cn1nccn1
25317,CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1
25318,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
25319,CCCS(=O)(=O)N1CCC(CNC(=O)c2ccc(F)cc2Cl)(C(=O)N2CCOCC2)CC1
25320,COc1cccc(CNC(=O)c2[nH]c3nc(-c4cn[nH]c4)ccc3c2CN2CCOCC2)c1
25321,Cc1ccsc1-c1cccnc1
25322,CC1CC(=O)NN=C1c1ccc(OCCCN2CCC[C@H]2C)cc1
25323,C[C@@H]1CCCN1CCCOc1ccc(C2=NNC(=O)CC2)cc1
25324,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1
25325,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
25326,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
25327,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
25328,Oc1cccc(O)c1O
25330,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O
25331,CN1CCN(c2cccc3nc(CN(C)[C@H]4CCCc5cccnc54)c(CO)n23)CC1
25332,Brc1ccccc1
25333,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1
25334,O=C(O)C1=CCN(C2CCC3(Cc4ccccc4Oc4ccccc43)C2)CC1
25335,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1.[Br-]
25336,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
25337,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
25338,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
25339,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O
25340,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1
25341,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O
25342,N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O
25343,CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1
25344,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
25345,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
25346,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
25347,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
25348,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C
25349,COC[C@@]12CNCC[C@]1(c1ccc3ccccc3c1)C2
25350,CC(C)CC1(C(=O)c2ccc(N)c(Cl)c2)CCCN1
25351,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1
25352,O=c1ccc2ccccc2o1
25353,CN1CCN(C(c2ccccc2)c2ccccc2)CC1
25354,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
25355,CCOCC1CNCCN1c1ccc2[nH]ncc2c1
25356,CCCCC1CNCCN1c1ccc2[nH]ncc2c1
25357,c1ccc(CC2CNCCN2c2ccc3[nH]ncc3c2)cc1
25358,CN/C(=N\CCSCc1nc[nH]c1C)NC#N
25359,CN/C(=N\CCSCc1nc[nH]c1C)NC#N
25360,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2[C@H]5O)N3C1O
25361,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21
25362,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
25363,CC(=O)Nc1ccc(O)cc1
25364,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
25365,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
25366,Cc1cc(Nc2nc([C@@H](O)c3ccc(F)cc3)nc3ccccc23)n[nH]1
25367,C[N+](C)(C)CCO.[Cl-]
25368,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
25369,Cc1ccc(-c2ccc3c(c2)CC(NS(=O)(=O)C(C)C)C3)nc1
25370,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
25371,O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1
25372,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
25373,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
25374,O=P([O-])(O)OC1C=C(c2ccccc2F)Nc2cc3c(cc21)OCO3.[Na+]
25375,O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccccc2F)nc1
25376,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
25377,c1ccc(Cn2nnnc2C(c2ccc(Cn3cncn3)cc2)N2CCCN(C3CCC3)CC2)cc1
25378,COC(=S)NC[C@H]1CN(c2ccc(N3CCNN(C(=O)CO)CC3)c(F)c2)C(=O)O1
25379,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1
25380,Cc1cc(-c2ccncc2)cc2[nH]c(C3COc4ccccc4O3)nc12
25381,COc1c(-c2ccncc2)ccc2nc(C3COc4ccccc4C3)[nH]c12
25382,CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3ccc4[nH]ccc4c3)cc2)C1
25383,COc1ccc(C(=O)N2CCN(c3ccc(C)cn3)CC2)cc1C#Cc1ccccn1
25384,O=C(O)CCNC(=O)c1ccc(Cn2nc(-c3cc(Cl)cc(Cl)c3)cc2-c2ccc(OC(F)(F)F)cc2)cc1
25385,CCOc1ccccc1OCCNCCCCN1C(=O)C2CCCN2C1=O.Cl
25386,COCC[C@H]1C[C@@H]1c1cncc(OC[C@@H]2CCCN2C)c1.O=C(O)C(F)(F)F
25387,O=C(c1cccc(F)c1)N1CCC2(CCN(Cc3ccncc3)CC2)CC1
25388,CN1CCN(c2ncncc2-c2ccccc2C(F)(F)F)CC1
25389,C[N+](C)(N)CCC[N+](C)(C)N
25390,O=C(Nc1ccc(F)cn1)c1cc2n(n1)CCCC2
25391,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1
25392,CC(C)NC[C@@H](O)COc1cccc2ccccc12
25393,CCN=C=NCCCN(C)C
25394,C=CCc1ccc(O)c(OC)c1
25395,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
25396,CCN(CC)[C@@H](C)C(=O)N1c2ccccc2Sc2ccccc21
25397,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
25398,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc(Cl)c1Cl
25399,c1ccc2[nH]c(-c3cscn3)nc2c1
25400,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C.N
25401,CCSCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl
25402,CC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl
25403,O=C(O)CC(O)(CC(=O)O)C(=O)O
25404,Cc1cc(N2CC[C@@H](N3CCC[C@H]3C)C2)ccc1NC(=O)c1cc(F)ccc1C
25405,CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1
25406,C[C@@H](C(=O)NCc1ccc(S(C)(=O)=O)cc1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1
25407,C=C[C@H](N)CCC(=O)O
25408,CN1CCC2=C[C@H](O)[C@@H]3OC(=O)c4cc5c(cc4[C@H]3[C@H]21)OCO5
25409,NCCSCCc1ccccc1
25410,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CCCN(c3ccncc3)C2)CC1
25411,O=c1cnc2cnc(OCc3ccccc3)nc2n1Cc1ccc(F)cc1
25412,Cc1noc(C)c1-c1nccc(NCCN2CCOCC2)n1
25413,COc1ccccc1-c1nccc(-n2ccnc2)n1
25414,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
25415,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
25416,O=C(O)CC/C=C\C[C@@H]1CO[C@H](c2ccccc2Cl)O[C@@H]1c1ccccc1O
25417,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
25418,CN1CCC[C@H](OC(=O)C(c2ccccc2)c2ccccc2)C1
25419,O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)Oc3ccccc3)C2)C1
25420,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1
25421,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)O)ccc23)cc1
25422,CCNc1ncc2nc(-c3ccccc3)c(=O)n(CCc3ccccc3)c2n1
25423,CC(C)c1cc(F)cc2c1C[C@](CCN(C)CCCc1nc3ccccc3[nH]1)(OC(=O)C1CC1)CC2
25424,C=CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12
25425,c1ccc(CNc2ncncc2-c2cccnc2)cc1
25426,O=C(c1csnn1)N1CCC2(CC1)CCN(c1ccccn1)CC2
25427,Cc1ccc(OCc2ccccc2)c(C(=O)N2CC3(CC3)C[C@H]2CNc2ccc(C(F)(F)F)cn2)n1
25428,NNC(=O)c1ccncc1
25429,CN(C)CCCN1c2ccccc2Sc2ccccc21
25430,NC(=O)CCCCn1ccc(/N=C(\N)NCC(F)(F)F)n1
25431,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N
25432,O=C(c1cccc(F)c1)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2
25433,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1
25434,C1COC(NC(C2CC2)C2CC2)=N1
25435,N#CC(C#N)=Cc1ccc(O)c(O)c1
25436,CN(C)Cc1ccccc1-c1ccc2ncnc(NC3CCNCC3)c2c1
25437,COc1cccc(-c2cncnc2NCCc2c[nH]c3ccc(OC)cc23)c1
25438,CC(C)CN1CCC2(CC1)CCN(C(=O)c1cnccn1)CC2
25439,CC#CCOC(=O)C1=CCCN(C)C1.Cc1ccc(S(=O)(=O)O)cc1
25440,COc1ccc2c(c1O)-c1cccc3c1[C@H](C2)N(C)CC3
25441,CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@@H]1N1CCCC1
25442,O=C(/C=C\c1ccc2c(c1)OCO2)c1ccc(F)cc1
25443,Cc1cc(NC(=O)Nc2ccc(N(C)C)cc2)c2cc(F)cc(F)c2n1
25444,Cc1cccc(C)c1OC[C@@H](N)C(C)C
25445,CCCc1cc2c(n1Cc1cccc(Cl)c1)C(C)C1CN(C(=O)c3ccccc3)C(C)(C(=O)OC)C21
25446,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@@H](O)c1ccnc2ccccc12
25447,COC(=O)NC(/C(C(=O)OC)=C(\C)NCc1ccccc1)c1ccc(F)cc1
25448,CC1CCC2C(=O)OC(CN=[N+]=[N-])CN2C1c1ccc(Br)cc1
25449,COc1ccccc1-c1ccc2ncnc(NCCN3CCOCC3)c2c1
25450,COc1ccccc1-c1nc(N(C)C)c2ccccc2n1
25451,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
25452,Cc1cccc(C)c1NC1=NCCCS1
25453,O=C([O-])C(F)(F)F.O=C([O-])C(F)(F)F.c1cc2cc(c1)C[n+]1ccc(c3ccccc31)NCc1ccc(cc1)CNc1cc[n+](c3ccccc13)C2
25454,Clc1ccc(CSC2=NCCN2)cc1Cl
25455,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccc(N=C=S)cc2)CC1
25456,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNS(C)(=O)=O)CC1
25457,COc1ccccc1CNc1ccnc(-c2c(C)noc2C)n1
25458,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
25459,COc1ccccc1CCn1c(=O)c(-c2ccc(F)c(F)c2)nc2cncnc21
25460,CC(C)[C@H](NC(=O)OC(C)(C)C)[C@@H](O)CC(=O)OC(C)(C)C
25461,COc1ccc(Oc2ncc3ncc(=O)n(Cc4cccs4)c3n2)cc1
25462,COc1ccc2[nH]cc(CCNc3ncnc4ccc(-c5ccoc5)cc34)c2c1
25463,COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1
25464,O=C(Oc1ccccc1)N1CCC2(CC1)CCN(c1ccncc1)CC2
25465,CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(Cc3ccc(F)cc3)c2n1
25466,CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
25467,COc1cc2c(cc1OC)-c1c(O)c(OC)cc3c1[C@@H](C2)N(C)CC3
25468,Cc1ccc(S(=O)(=O)O[C@H]2CN3CCC2CC3)cc1
25469,Oc1nc(S)nc(SCc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)n1
25470,CCc1c2c(nc3cccc(OC)c13)OC(CC)C2
25471,COc1cc2c(cc1O)CCN[C@H]2C
25472,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1
25473,CN1CCN(c2ncc3nc(CCc4ccccc4)c(=O)n(Cc4cccs4)c3n2)CC1
25474,CNc1ncnc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@H](COP(=O)(O)O)O1.N.N.N.N
25475,CC[C@@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
25476,CCCCOc1ccc(-c2[nH]ncc2C)cc1
25477,Cc1ccccc1C(OCCN(C)C)c1ccccc1
25478,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
25480,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
25481,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
25482,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
25483,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
25484,O=C(O)c1cccnc1
25485,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
25486,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
25487,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-]
25488,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O
25489,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC
25491,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
25492,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
25493,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1
25494,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC
25495,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1
25496,COc1cccc2oc(-c3ccc(O)cc3)cc(=O)c12
25497,C[C@H](Br)CN(C[C@H](C)Br)c1ccc2c(c1)Cc1ccccc1-2
25498,C#CCCCO/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(C)c(=O)n12
25499,Cc1cc(C(=O)N[C@H](c2ccccc2)[C@@]2(C)C[C@@H]2[C@@H](C)C(=O)Nc2ccc3ccccc3c2)n(C)n1
25500,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1
25501,COc1cccc(Cn2c(=O)cnc3cnc(N4CCN(C)CC4)nc32)c1
25502,COCC(=O)N1CCC2(CC1)CCN(c1ccc(-c3ccccc3)cc1)CC2
25503,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O
25504,C=CC[C@@H]1C=C[C@H](O/N=C(\C)CCN2CCc3nc(CC)c(CC)cc3C2)[C@H](CO)O1
25505,COc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(Cc3cccs3)c2n1
25506,COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)C(C)C)[C@]1(C)O[C@@H]1[C@@H](C)[C@H]1C[C@](O)(NC(=O)O1)[C@@H](OC)/C=C\C=C(\C)C2
25507,CNC(=O)[C@@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
25508,FC(F)(F)c1ccccc1-c1ccc2ncnc(NCc3cccs3)c2c1
25510,O[C@@H](C1=C/C(=C\c2ccncc2)c2ccccc21)c1ccncc1
25511,CC(C)CN1CCC2(CC1)CCN(C(=O)Oc1ccccc1)CC2
25512,Clc1ccc(CN2CCCN(Cc3ccc(Cl)cc3)C2c2cc3ccccc3c3ccccc23)cc1
25513,COc1ccc(CNc2cc(-c3ccccc3OC)ncn2)c(OC)c1
25514,FC(F)(F)c1ccccc1-c1nccc(NCc2cccs2)n1
25515,Cc1c(O)c(=O)ccn1Cc1ccccc1
25516,COc1ccc(CNc2cc(-c3cccnc3)ncn2)c(OC)c1
25517,CCCCNc1c(CN)cnc2cc(Cl)ccc12
25518,CCc1cc2c(nc1CC)CCN(CC/C(C)=N/OC[C@H]1O[C@H](c3ccccc3)C=C[C@@H]1Oc1ccc(OC)cc1)C2
25519,N[N-][C+]1c2ccccc2N[C@H]1OC(=O)Nc1ccccc1
25520,Cc1c(Cl)c(S(N)(=O)=O)cc(S(N)(=O)=O)c1NC(=O)c1ccc(Cl)cc1
25521,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O
25522,CC[N+](CC)(CC)CC[C@](O)(c1ccccc1)C1CCCCC1
25523,Cc1cccc(CNc2ccnc(-c3ccccc3CN(C)C)n2)c1
25524,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1
25525,O=S(=O)(c1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)c2ccccc21
25526,CN(Cc1ccccc1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
25527,Fc1ccccc1N(Cc1ccc(Cl)cc1)C1CNC1
25528,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(N3CCCCC3)nc(-c3ccccc3)n2)CC1
25529,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc(-c3cn[nH]c3)nc(-c3ccccc3)n2)CC1
25530,CCOC(=O)N1CCN(C(=O)[C@H](CCC(=O)O)NC(=O)c2cc([C@H]3C[C@@H]3COC)nc(-c3ccccc3)n2)CC1
25531,CCc1ccc(C(=O)NC(=O)c2ccccc2O)cc1
25532,C[C@@H]1CCCN1CCCOc1ccc(C(=O)CN2CCN(C(=O)c3ccccc3)CC2)cc1
25533,CNC[C@]1(O)Cc2ccccc2[C@@H]1Oc1ccccc1Cl
25534,CN1CC(C)(NC(=O)Nc2nc(C(C)(C)C)cs2)C(CN2CCC[C@@H](Cc3ccc(F)cc3)C2)OC1=O
25535,CN1C[C@@H](NC(=O)Nc2cccc(-c3nnnn3C)c2)[C@H](CN(CCCc2ccc(F)cc2)C2CC2)OC1=O
25536,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl
25537,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@@H](C)N)c(C)c34)ccc2[nH]1
25538,COc1ccnc2[nH]cc(Cc3ccc(NCc4ccc(Cl)cc4)nc3F)c12
25539,CC(C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC1=O
25540,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
25541,COc1ccc2[nH]cc(CCNc3ncnc4ccc(-c5ccccc5C#N)cc34)c2c1
25542,CC(Cc1ccccc1)C(=O)NCc1ccccn1
25543,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1
25544,C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3CC[C@@H]12
25545,COc1cccc(-c2nc(NCCN3CCOCC3)c3ccccc3n2)c1
25546,CN(C)c1nc(-c2ccccc2C(F)(F)F)nc2ccccc12
25547,COc1ccccc1CNc1cc(-c2ccccc2Cl)ncn1
25548,COc1ccccc1C[C@@H](Cc1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1
25549,COC(=O)C1=C(C)N(Cc2ccccc2)C2=C3C(=O)N(C)C(=O)C3[C@@](O)(C(=O)OC)C(=O)N2C1c1ccccc1
25550,CC[C@]1(C2=NCCN2)Cc2ccccc2O1
25551,COc1ccccc1CCn1c(=O)c(CCc2ccccc2)nc2cncnc21
25552,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
25553,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
25554,c1ccc(CN2CC[C@@H](CNc3ncnc4ccccc34)C2)cc1
25555,c1ccc(C(c2ccccc2)N2CC[C@@]3(CCCNC3)C2)cc1
25556,COc1ccccc1CNc1ncncc1-c1ccc2c(c1)OCO2
25557,N[C@@H](C(=O)O)c1ccc(P(=O)(O)O)cc1
25558,c1cncc(-c2cc(NCc3cccs3)ncn2)c1
25559,O=C(Nc1ccccc1)N1CCC2(CC1)CCN(S(=O)(=O)c1ccccc1)CC2
